index,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNC,EXCEPTRSND,SEVERITYCO,SEVERITYDE,COLLISIONT,PERSONCOUN,PEDCOUNT,PEDCYLCOUN,VEHCOUNT,INJURIES,SERIOUSINJ,FATALITIES,INCDATE,INCDTTM,JUNCTIONTY,SDOT_COLCO,SDOT_COLDE,INATTENTIO,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTG,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKK,HITPARKEDC,geometry,near_str_index
67814,68815,84494,84494,3284079,Matched,Block,,LEARY WAY NW BETWEEN NW 43RD ST AND 7TH AVE NW,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2008-09-05T00:00:00.000Z,9/5/2008,Mid-Block (not related to intersection),55,PEDALCYCLIST STRUCK MOTOR VEHICLE RIGHT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,08249004,,45,Vehicle - Pedalcyclist,17378,0,N,POINT (1263012.838442117 244182.1631180942),6540.0
67843,68844,83044,83044,3277819,Matched,Intersection,25177,SHILSHOLE AVE NW AND NW DOCK PL,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-09-08T00:00:00.000Z,9/8/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08252005,,45,Vehicle - Pedalcyclist,17205,0,N,POINT (1258882.278181896 246034.5076959878),7649.0
67855,68856,82775,82775,3274510,Matched,Intersection,30511,6TH AVE S AND S JACKSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-12-01T00:00:00.000Z,12/1/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,Y,08336005,,45,Vehicle - Pedalcyclist,24416,0,N,POINT (1272080.813875407 222140.4535275251),1803.0
67858,68859,82910,82910,3274261,Matched,Block,,NW 58TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2008-09-15T00:00:00.000Z,9/15/2008 6:00:00 PM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08259008,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1259251.153446272 248557.6448505819),17487.0
68011,66012,79019,79019,2881383,Matched,Block,,NE 65TH ST BETWEEN 14TH AVE NE AND 15TH AVE NE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-08-15T00:00:00.000Z,8/15/2007 9:26:00 PM,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,Y,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,07227001,,45,Vehicle - Pedalcyclist,29273,0,N,POINT (1276028.822263449 250008.9285640568),13362.0
68017,66018,79151,79151,2798500,Matched,Block,,HIGH POINT DR SW BETWEEN SW RAYMOND ST AND 30TH N AVE SW,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-07-15T00:00:00.000Z,7/15/2007 6:43:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,07196002,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1261221.575208291 204088.4123570472),3618.0
68117,66118,80480,80480,2907604,Matched,Block,,EAST MARGINAL WAY S BETWEEN S HANFORD ST AND S HORTON ST,,,2b,Serious Injury Collision,Cycles,3,0,2,1,2,2,0,2008-01-31T00:00:00.000Z,1/31/2008 9:15:00 AM,Mid-Block (but intersection related),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,0,Raining,Dry,Daylight,,08031005,,45,Vehicle - Pedalcyclist,4678,0,N,POINT (1268551.714159802 213377.0764945596),6955.0
68166,66167,78905,78905,2906126,Matched,Block,,MELROSE AVE BETWEEN PINE ST AND YALE AVE,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2007-11-18T00:00:00.000Z,11/18/2007 8:31:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,07322003,,45,Vehicle - Pedalcyclist,11516,0,N,POINT (1271816.64773114 228084.3372456133),22677.0
68174,66175,79687,79687,2826266,Matched,Block,,DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2008-07-01T00:00:00.000Z,7/1/2008,Mid-Block (but intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,08183002,,45,Vehicle - Pedalcyclist,12640,0,N,POINT (1268311.922351554 231223.1936328262),12080.0
68176,66177,79691,79691,2895867,Matched,Intersection,30988,60TH AVE SW AND SW ADMIRAL WAY,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2008-06-30T00:00:00.000Z,6/30/2008 3:23:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08182002,,45,Vehicle - Pedalcyclist,28783,0,N,POINT (1251414.303774253 214050.2962072492),547.0
68181,66182,79560,79560,2905505,Matched,Block,,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2008-05-14T00:00:00.000Z,5/14/2008 5:30:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,Y,08135004,,45,Vehicle - Pedalcyclist,20771,0,N,POINT (1265591.06423676 227627.3577251434),21562.0
68193,66194,79554,79554,3277178,Matched,Intersection,23943,24TH AVE NW AND NW 65TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-07-21T00:00:00.000Z,7/21/2008 7:10:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08203001,,45,Vehicle - Pedalcyclist,2255,0,N,POINT (1257543.986724526 250431.6320524961),200.0
68200,66201,79424,79424,2615022,Matched,Intersection,29160,SUMMIT AVE AND E DENNY WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-11-15T00:00:00.000Z,11/15/2008 7:26:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,08320030,,45,Vehicle - Pedalcyclist,35189,0,N,POINT (1272482.360115826 229172.0925747305),1074.0
68376,66377,81169,81169,2804999,Matched,Block,,WESTLAKE AVE N BETWEEN NEWELL ST AND NICKERSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-05-22T00:00:00.000Z,5/22/2008 8:30:00 AM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Raining,Wet,Daylight,Y,08143038,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1267244.354094461 238957.8695447445),13993.0
68381,66382,81172,81172,C711074,Matched,Block,,FREMONT AVE N BETWEEN N 36TH ST AND N 38TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-09-10T00:00:00.000Z,9/10/2008 5:00:00 PM,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Daylight,,08254038,,45,Vehicle - Pedalcyclist,8358,0,N,POINT (1266647.413421839 241526.9393073767),15386.0
68383,66384,81031,81031,2804011,Matched,Intersection,30732,22ND AVE AND E YESLER WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-10-22T00:00:00.000Z,10/22/2008 5:56:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Dark - Street Lights On,Y,08296002,,45,Vehicle - Pedalcyclist,10048,0,N,POINT (1277678.22623314 222936.1837043464),10588.0
68393,66394,81027,81027,2905226,Matched,Intersection,24426,15TH AVE NE AND NE 75TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2008-05-05T00:00:00.000Z,5/5/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dusk,Y,08126002,,45,Vehicle - Pedalcyclist,27762,0,N,POINT (1276191.318327621 252653.5057187676),1475.0
68474,66475,80774,80774,2896804,Matched,Block,,BEACH DR SW BETWEEN 64TH AVE SW AND 63RD AVE SW,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-06-30T00:00:00.000Z,6/30/2008 7:30:00 AM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08182005,,45,Vehicle - Pedalcyclist,3987,0,N,POINT (1250247.332957044 212948.6681741178),12050.0
68516,66517,81184,81184,2616168,Matched,Intersection,28993,BROADWAY E AND E ROY E ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-02-28T00:00:00.000Z,2/28/2008 7:09:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08059011,,45,Vehicle - Pedalcyclist,0,522274,N,POINT (1273611.807540983 231544.1028171629),6280.0
68567,66568,81584,81584,2899214,Matched,Intersection,30444,DEARBORN OFF RP AND S DEARBORN ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2008-10-22T00:00:00.000Z,10/22/2008 1:54:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08296004,,45,Vehicle - Pedalcyclist,0,525652,N,POINT (1273287.891764641 220890.7895262539),7737.0
68656,66657,81189,81189,3284051,Matched,Intersection,24297,AURORA AVE N AND N 77TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-09-03T00:00:00.000Z,9/3/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,,08247014,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1268221.185583457 253436.5359915793),3379.0
68663,66664,81453,81453,2906552,Matched,Intersection,29750,14TH AVE AND E PIKE ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-01-02T00:00:00.000Z,1/2/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,08002003,,45,Vehicle - Pedalcyclist,11896,0,N,POINT (1275179.35186258 227527.3153570443),64.0
68701,66702,82380,82380,2798647,Matched,Intersection,31949,49TH AVE SW AND SW SPOKANE ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-11-27T00:00:00.000Z,11/27/2008 12:40:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,0,Clear or Partly Cloudy,Dry,Daylight,,08332016,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1255011.333921924 212592.8270217478),4779.0
68770,66771,81330,81330,2897844,Matched,Intersection,29739,11TH AVE AND E PINE ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-03-21T00:00:00.000Z,3/21/2008 10:06:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08081002,,45,Vehicle - Pedalcyclist,10420,0,N,POINT (1274216.837429598 227958.9433894902),28.0
68832,66833,81462,81462,2881008,Matched,Block,,EAST GREEN LAKE WAY N BETWEEN GREEN LAKE WAY N AND WEST GREEN LAKE WAY N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-08-16T00:00:00.000Z,8/16/2008 5:00:00 PM,Mid-Block (but intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08229049,,45,Vehicle - Pedalcyclist,8784,0,N,POINT (1269215.550704479 247688.0406256914),22274.0
68872,66873,80935,80935,2899085,Matched,Block,,S JACKSON ST BETWEEN 14TH AVE S AND 16TH AVE S,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-08-25T00:00:00.000Z,8/25/2008 3:45:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,Y,08238007,,45,Vehicle - Pedalcyclist,11014,0,N,POINT (1275411.86482282 222085.1415274739),1804.0
68878,66879,81060,81060,2899567,Matched,Intersection,29862,BELLEVUE AVE AND E PINE ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-10-24T00:00:00.000Z,10/24/2008 11:28:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,08298005,,45,Vehicle - Pedalcyclist,10342,0,N,POINT (1272084.808499411 227986.9833255112),633.0
69114,69115,83331,83331,3277362,Matched,Intersection,25418,8TH AVE NW AND NW 56TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-06-30T00:00:00.000Z,6/30/2008 8:53:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,08182008,,45,Vehicle - Pedalcyclist,2426,0,N,POINT (1262769.165609866 247948.7807219476),1580.0
69118,69119,83188,83188,2908613,Matched,Block,,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-07-19T00:00:00.000Z,7/19/2008 7:04:00 PM,Mid-Block (but intersection related),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",Y,0,Unknown,Unknown,Daylight,,08201032,,45,Vehicle - Pedalcyclist,31226,0,N,POINT (1273726.678581089 227540.1029410511),6985.0
69125,69126,83329,83329,2624105,Matched,Intersection,27244,LATONA AVE NE AND NE PACIFIC ST,,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2008-06-30T00:00:00.000Z,6/30/2008 7:11:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,08182019,,45,Vehicle - Pedalcyclist,0,576113,N,POINT (1272637.023795977 242449.5139003247),7485.0
69167,69168,83464,83464,2899393,Matched,Block,,E UNION ST BETWEEN 27TH AVE AND M L KING JR WAY,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-09-19T00:00:00.000Z,9/19/2008 3:59:00 PM,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Daylight,,08263005,,45,Vehicle - Pedalcyclist,9486,0,N,POINT (1279455.714106962 227013.5168285221),15660.0
69236,69237,84784,84784,C704839,Matched,Intersection,28237,10TH AVE E AND E LYNN ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-05-29T00:00:00.000Z,5/29/2008 11:45:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,08150027,,45,Vehicle - Pedalcyclist,6101,0,N,POINT (1273918.633013293 236827.4961025715),22.0
69273,69274,83467,83467,2614999,Matched,Block,,S JACKSON ST BETWEEN 14TH AVE S AND 16TH AVE S,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-09-14T00:00:00.000Z,9/14/2008 3:16:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08258006,,45,Vehicle - Pedalcyclist,11014,0,N,POINT (1275411.86482282 222085.1415274739),1804.0
69374,69375,82946,82946,3277984,Matched,Intersection,25949,25TH AVE NE AND NE BLAKELEY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-08-30T00:00:00.000Z,8/30/2008 11:50:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,08243028,,45,Vehicle - Pedalcyclist,0,521604,N,POINT (1278900.484922394 246480.058544457),210.0
69396,69397,83479,83479,C712479,Matched,Block,,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-11-12T00:00:00.000Z,11/12/2008 5:40:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Wet,Dark - Street Lights On,,08317068,,45,Vehicle - Pedalcyclist,12047,0,N,POINT (1270194.225905478 223963.2776573896),15328.0
69425,69426,83871,83871,2907180,Matched,Block,,QUEEN ANNE AVE N BETWEEN ALOHA ST AND WARD ST,,,2b,Serious Injury Collision,Cycles,1,0,1,0,1,1,0,2008-08-11T00:00:00.000Z,8/11/2008 7:14:00 AM,Mid-Block (not related to intersection),69,PEDALCYCLIST OVERTURNED IN ROAD,,0,Clear or Partly Cloudy,Dry,Daylight,,08224002,,45,Vehicle - Pedalcyclist,30638,0,N,POINT (1264805.848747954 232658.2347863019),8996.0
69534,69535,83216,83216,2882614,Matched,Block,,E OLIVE WAY BETWEEN SUMMIT AVE E AND E JOHN ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-06-20T00:00:00.000Z,6/20/2008 12:52:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,08172002,,45,Vehicle - Pedalcyclist,23263,0,N,POINT (1272600.543667942 229456.8583350182),9976.0
69539,69540,84019,84019,2899351,Matched,Intersection,30411,BOREN AVE AND E YESLER WAY,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2008-08-05T00:00:00.000Z,8/5/2008,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,08218003,,45,Vehicle - Pedalcyclist,9991,0,N,POINT (1274204.361781582 223012.3293684125),3431.0
69558,69559,84150,84150,3278025,Matched,Intersection,27184,EASTERN AVE N AND N 45TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-11-15T00:00:00.000Z,11/15/2008 12:00:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,,08320032,,45,Vehicle - Pedalcyclist,6530,0,N,POINT (1271878.001203194 244826.3482067585),9165.0
69736,69737,84817,84817,C704187,Matched,Intersection,28744,WESTLAKE AVE N AND VALLEY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-05-12T00:00:00.000Z,5/12/2008 12:15:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Unknown,Dry,Daylight,,08133036,,45,Vehicle - Pedalcyclist,0,523904,N,POINT (1269242.945584506 231901.4393935204),3867.0
69775,69776,83099,83099,2900043,Matched,Block,,DENNY WAY BETWEEN FAIRVIEW AVE AND MINOR AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-07-11T00:00:00.000Z,7/11/2008 9:30:00 AM,Mid-Block (but intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08193003,,45,Vehicle - Pedalcyclist,23526,0,N,POINT (1270377.868849665 229223.3230387866),20826.0
69794,69795,82966,82966,2899279,Matched,Block,,BELMONT AVE E BETWEEN SUMMIT N AVE E AND BELLEVUE PL E,,,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2008-08-01T00:00:00.000Z,8/1/2008,Mid-Block (not related to intersection),69,PEDALCYCLIST OVERTURNED IN ROAD,,0,Overcast,Wet,Dark - Street Lights On,,08214048,Y,45,Vehicle - Pedalcyclist,36176,0,N,POINT (1272421.117491752 232261.4954578876),18102.0
69859,69860,84433,84433,3282537,Matched,Block,,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2008-10-02T00:00:00.000Z,10/2/2008,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Overcast,Wet,Daylight,Y,08276023,,45,Vehicle - Pedalcyclist,9972,0,N,POINT (1271771.700019091 223065.5889524668),11348.0
69926,69927,83906,83906,3280341,Matched,Intersection,27900,15TH AVE W AND GILMAN UPPER DR W,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-10-16T00:00:00.000Z,10/16/2008 1:55:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Wet,Daylight,,08290003,,45,Vehicle - Pedalcyclist,16095,0,N,POINT (1260114.230311155 238338.4357521087),746.0
69949,69950,83648,83648,2899014,Matched,Block,,12TH AVE BETWEEN E REMINGTON CT AND E JEFFERSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-09-08T00:00:00.000Z,9/8/2008,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08252001,,45,Vehicle - Pedalcyclist,10614,0,N,POINT (1274490.98603788 224535.4521859735),2357.0
69969,69970,84441,84441,3274426,Matched,Intersection,30513,7TH AVE S AND S JACKSON ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2008-09-17T00:00:00.000Z,9/17/2008 10:02:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08261001,,45,Vehicle - Pedalcyclist,24453,0,N,POINT (1272724.717620075 222126.4531435072),559.0
69974,69975,84046,84046,3286428,Matched,Intersection,29876,BELMONT AVE AND E PIKE ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-08-05T00:00:00.000Z,8/5/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08218004,,45,Vehicle - Pedalcyclist,31166,0,N,POINT (1272655.434292004 227565.9575330764),635.0
69981,69982,84440,84440,3279641,Matched,Block,,SEWARD PARK AVE S BETWEEN S KENYON ST AND S BUDD CT,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-09-20T00:00:00.000Z,9/20/2008 6:20:00 AM,Mid-Block (not related to intersection),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Raining,Wet,Dark - Street Lights On,Y,08264001,,45,Vehicle - Pedalcyclist,37676,0,N,POINT (1286424.597698092 196880.4920936674),6737.0
70011,70012,84698,84698,3276780,Matched,Intersection,24485,15TH AVE NE AND NE 68TH N ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-09-19T00:00:00.000Z,9/19/2008 3:45:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,Y,08263002,,45,Vehicle - Pedalcyclist,29109,0,N,POINT (1276181.661495611 250827.5862289071),1455.0
70105,70106,84449,84449,2906882,Matched,Intersection,28642,QUEEN ANNE AVE N AND REPUBLICAN ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-01-18T00:00:00.000Z,1/18/2008 1:00:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Unknown,,08018003,,45,Vehicle - Pedalcyclist,0,523532,N,POINT (1264765.902891919 231070.5437766761),903.0
70200,70201,83531,83531,2805491,Matched,Intersection,29632,ALASKAN WAY AND SPRING ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-05-28T00:00:00.000Z,5/28/2008 6:09:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,08149002,,45,Vehicle - Pedalcyclist,0,523596,N,POINT (1268978.35166423 224132.6800895631),3805.0
70232,70233,84319,84319,2882452,Matched,Block,,E MADISON ST BETWEEN 28TH AVE E AND 29TH W AVE E,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-05-08T00:00:00.000Z,5/8/2008,Mid-Block (but intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,0,Clear or Partly Cloudy,Dry,Dusk,,08129004,,45,Vehicle - Pedalcyclist,34609,0,N,POINT (1279781.067579299 230939.4231365323),16365.0
70273,70274,83001,83001,2908430,Matched,Intersection,29592,2ND AVE AND PIKE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-03-23T00:00:00.000Z,3/23/2008 8:10:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,08083027,,45,Vehicle - Pedalcyclist,0,523691,N,POINT (1269058.773296311 225881.3874193579),135.0
70409,70410,84595,84595,2906100,Matched,Intersection,28237,10TH AVE E AND E LYNN ST,,,2b,Serious Injury Collision,Cycles,3,0,2,1,2,2,0,2008-07-02T00:00:00.000Z,7/2/2008,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,08184007,,45,Vehicle - Pedalcyclist,6101,0,N,POINT (1273918.633013293 236827.4961025715),22.0
70446,70447,85794,85794,2907156,Matched,Intersection,30360,ALASKAN WAY AND YESLER WAY,,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2008-08-01T00:00:00.000Z,8/1/2008,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,08214047,,45,Vehicle - Pedalcyclist,38491,0,N,POINT (1269577.408560842 223110.3243765235),2276.0
